fid,ID,LIVE,MAKE,SHOP,y2,p_land,mh01,mh02,mh03,mh04,mh06,mh07,ALAND
13773,52370385913,,,,65380,65380,,,,,,,0
13774,52370385914,,,,65018,65018,,,,,,,0
13775,52370385915,,,,64529,64529,,,,,,,0
13776,52370385916,,,,63930,63930,,,,,,,0
13777,52370385917,,,,63240,63240,,,,,,,0
13778,52370385918,,,,62479,62479,,,,,,,0
13779,52370385919,,,,61660,61660,,,,,,,0
13780,52370386910,,,,60798,60798,,,,,,,0
13781,52370385921,,,,64634,64634,,,,,,,0
13782,52370385922,,,,64576,64576,,,,,,,0
13783,52370385923,,,,64380,64380,,,,,,,0
13784,52370385924,,,,64054,64054,,,,,,,0
13785,52370385925,,,,63609,63609,,,,,,,0
13786,52370385926,,,,63061,63061,,,,,,,0
13787,52370385927,,,,62425,62425,,,,,,,0
13788,52370385928,,,,61717,61717,,,,,,,0
13789,52370385929,,,,60950,60950,,,,,,,0
13790,52370386920,,,,60138,60138,,,,,,,0
13791,52370385931,,,,63621,63621,,,,,,,0
13792,52370385932,,,,63569,63569,,,,,,,0
13793,52370385933,,,,63391,63391,,,,,,,0
13794,52370385934,,,,63095,63095,,,,,,,0
13795,52370385935,,,,62689,62689,,,,,,,0
13796,52370385936,,,,62185,62185,,,,,,,0
13797,52370385937,,,,61597,61597,,,,,,,0
13798,52370385938,,,,60938,60938,,,,,,,0
13799,52370385939,,,,60221,60221,,,,,,,0
13800,52370386930,,,,59455,59455,,,,,,,1
13801,52370385941,,,,62623,62623,,,,,,,0
13802,52370385942,,,,62575,62575,,,,,,,0
13803,52370385943,,,,62414,62414,,,,,,,0
13804,52370385944,,,,62143,62143,,,,,,,0
13805,52370385945,,,,61770,61770,,,,,,,0
13806,52370385946,,,,61306,61306,,,,,,,0
13807,52370385947,,,,60761,60761,,,,,,,0
13808,52370385948,,,,60147,60147,,,,,,,0
13809,52370385949,,,,59474,59474,,,,,,,0
13810,52370386940,,,,58753,58753,,,,,,,0
13811,52370385951,,,,61641,61641,,,,,,,0
13812,52370385952,,,,61598,61598,,,,,,,0
13813,52370385953,,,,61450,61450,,,,,,,0
13814,52370385954,,,,61201,61201,,,,,,,0
13815,52370385955,,,,60858,60858,,,,,,,0
13816,52370385956,,,,60429,60429,,,,,,,0
13817,52370385957,,,,59923,59923,,,,,,,0
13818,52370385958,,,,59349,59349,,,,,,,0
13819,52370385959,,,,58718,58718,,,,,,,0
13820,52370386950,,,,58038,58038,,,,,,,0
13821,52370385961,,,,60675,60675,,,,,,,0
13822,52370385962,,,,60635,60635,,,,,,,0
13823,52370385963,,,,60499,60499,,,,,,,0
13824,52370385964,,,,60270,60270,,,,,,,0
13825,52370385965,,,,59953,59953,,,,,,,0
13826,52370385966,,,,59554,59554,,,,,,,0
13827,52370385967,,,,59083,59083,,,,,,,0
13828,52370385968,,,,58546,58546,,,,,,,0
13829,52370385969,,,,57953,57953,,,,,,,0
13830,52370386960,,,,57312,57312,,,,,,,0
13831,52370385971,,,,59723,59723,,,,,,,1
13832,52370385972,,,,59686,59686,,,,,,,0
13833,52370385973,,,,59560,59560,,,,,,,0
13834,52370385974,,,,59348,59348,,,,,,,0
13835,52370385975,,,,59054,59054,,,,,,,0
13836,52370385976,,,,58683,58683,,,,,,,0
13837,52370385977,,,,58243,58243,,,,,,,0
13838,52370385978,,,,57741,57741,,,,,,,0
13839,52370385979,,,,57183,57183,,,,,,,0
13840,52370386970,,,,56578,56578,,,,,,,0
13841,52370385981,,,,58787,58787,,,,,,,0
13842,52370385982,,,,58753,58753,,,,,,,1
13843,52370385983,,,,58636,58636,,,,,,,0
13844,52370385984,,,,58439,58439,,,,,,,0
13845,52370385985,,,,58165,58165,,,,,,,0
13846,52370385986,,,,57820,57820,,,,,,,0
13847,52370385987,,,,57408,57408,,,,,,,0
13848,52370385988,,,,56936,56936,,,,,,,0
13849,52370385989,,,,56411,56411,,,,,,,0
13850,52370386980,,,,55839,55839,,,,,,,0
13851,52370385991,,,,57865,57865,,,,,,,0
13852,52370385992,,,,57834,57834,,,,,,,0
13853,52370385993,,,,57725,57725,,,,,,,0
13854,52370385994,,,,57542,57542,,,,,,,0
13855,52370385995,,,,57286,57286,,,,,,,0
13856,52370385996,,,,56963,56963,,,,,,,0
13857,52370385997,,,,56577,56577,,,,,,,0
13858,52370385998,,,,56133,56133,,,,,,,0
13859,52370385999,,,,55638,55638,,,,,,,0
13860,52370386990,,,,55097,55097,,,,,,,0
13861,52370395901,,,,56957,56957,,,,,,,0
13862,52370395902,,,,56928,56928,,,,,,,0
13863,52370395903,,,,56826,56826,,,,,,,0
13864,52370395904,,,,56655,56655,,,,,,,0
13865,52370395905,,,,56416,56416,,,,,,,0
13866,52370395906,,,,56113,56113,,,,,,,0
13867,52370395907,,,,55750,55750,,,,,,,0
13868,52370395908,,,,55333,55333,,,,,,,0
13869,52370395909,,,,54865,54865,,,,,,,0
13870,52370396900,,,,54353,54353,,,,,,,0
13871,52370386911,,,,59904,59904,,,,,,,0
13872,52370386912,,,,58987,58987,,,,,,,1
13873,52370386913,,,,58054,58054,,,,,,,1
13874,52370386914,,,,57111,57111,,,,,,,1
13875,52370386915,,,,56163,56163,,,,,,,1
13876,52370386916,,,,55213,55213,,,,,,,1
13877,52370386917,,,,54266,54266,,,,,,,1
13878,52370386918,,,,53322,53322,,,,,,,0
13879,52370386919,,,,52384,52384,,,,,,,0
13880,52370387910,,,,51455,51455,,,,,,,1
13881,52370386921,,,,59291,59291,,,,,,,1
13882,52370386922,,,,58416,58416,,,,,,,1
13883,52370386923,,,,57523,57523,,,,,,,1
13884,52370386924,,,,56616,56616,,,,,,,1
13885,52370386925,,,,55702,55702,,,,,,,1
13886,52370386926,,,,54782,54782,,,,,,,1
13887,52370386927,,,,53862,53862,,,,,,,0
13888,52370386928,,,,52944,52944,,,,,,,0
13889,52370386929,,,,52030,52030,,,,,,,0
13890,52370387920,,,,51122,51122,,,,,,,1
13891,52370386931,,,,58652,58652,,,,,,,1
13892,52370386932,,,,57820,57820,,,,,,,0
13893,52370386933,,,,56966,56966,,,,,,,0
13894,52370386934,,,,56095,56095,,,,,,,0
13895,52370386935,,,,55214,55214,,,,,,,0
13896,52370386936,,,,54326,54326,,,,,,,1
13897,52370386937,,,,53434,53434,,,,,,,0
13898,52370386938,,,,52542,52542,,,,,,,0
13899,52370386939,,,,51652,51652,,,,,,,0
13900,52370387930,,,,50766,50766,,,,,,,1
13901,52370386941,,,,57993,57993,,,,,,,0
13902,52370386942,,,,57201,57201,,,,,,,0
13903,52370386943,,,,56385,56385,,,,,,,1
13904,52370386944,,,,55550,55550,,,,,,,1
13905,52370386945,,,,54702,54702,,,,,,,0
13906,52370386946,,,,53845,53845,,,,,,,0
13907,52370386947,,,,52982,52982,,,,,,,0
13908,52370386948,,,,52117,52117,,,,,,,0
13909,52370386949,,,,51252,51252,,,,,,,0
13910,52370387940,,,,50388,50388,,,,,,,0
13911,52370386951,,,,57318,57318,,,,,,,0
13912,52370386952,,,,56565,56565,,,,,,,0
13913,52370386953,,,,55785,55785,,,,,,,1
13914,52370386954,,,,54986,54986,,,,,,,1
13915,52370386955,,,,54170,54170,,,,,,,0
13916,52370386956,,,,53344,53344,,,,,,,0
13917,52370386957,,,,52510,52510,,,,,,,0
13918,52370386958,,,,51671,51671,,,,,,,0
13919,52370386959,,,,50831,50831,,,,,,,0
13920,52370387950,,,,49991,49991,,,,,,,0
13921,52370386961,,,,56630,56630,,,,,,,0
13922,52370386962,,,,55914,55914,,,,,,,0
13923,52370386963,,,,55170,55170,,,,,,,0
13924,52370386964,,,,54404,54404,,,,,,,1
13925,52370386965,,,,53621,53621,,,,,,,1
13926,52370386966,,,,52825,52825,,,,,,,0
13927,52370386967,,,,52020,52020,,,,,,,0
13928,52370386968,,,,51208,51208,,,,,,,0
13929,52370386969,,,,50393,50393,,,,,,,0
13930,52370387960,,,,49576,49576,,,,,,,0
13931,52370386971,,,,55931,55931,,,,,,,0
13932,52370386972,,,,55250,55250,,,,,,,0
13933,52370386973,,,,54541,54541,,,,,,,0
13934,52370386974,,,,53808,53808,,,,,,,0
13935,52370386975,,,,53056,53056,,,,,,,0
13936,52370386976,,,,52290,52290,,,,,,,0
13937,52370386977,,,,51512,51512,,,,,,,0
13938,52370386978,,,,50727,50727,,,,,,,0
13939,52370386979,,,,49937,49937,,,,,,,0
13940,52370387970,,,,49145,49145,,,,,,,0
13941,52370386981,,,,55226,55226,,,,,,,0
13942,52370386982,,,,54578,54578,,,,,,,0
13943,52370386983,,,,53901,53901,,,,,,,0
13944,52370386984,,,,53200,53200,,,,,,,0
13945,52370386985,,,,52478,52478,,,,,,,0
13946,52370386986,,,,51741,51741,,,,,,,0
13947,52370386987,,,,50992,50992,,,,,,,0
13948,52370386988,,,,50233,50233,,,,,,,0
13949,52370386989,,,,49468,49468,,,,,,,0
13950,52370387980,,,,48699,48699,,,,,,,0
13951,52370386991,,,,54515,54515,,,,,,,0
13952,52370386992,,,,53899,53899,,,,,,,0
13953,52370386993,,,,53253,53253,,,,,,,0
13954,52370386994,,,,52582,52582,,,,,,,0
13955,52370386995,,,,51890,51890,,,,,,,0
13956,52370386996,,,,51181,51181,,,,,,,0
13957,52370386997,,,,50459,50459,,,,,,,0
13958,52370386998,,,,49726,49726,,,,,,,0
13959,52370386999,,,,48985,48985,,,,,,,0
13960,52370387990,,,,48240,48240,,,,,,,0
13961,52370396901,,,,53801,53801,,,,,,,0
13962,52370396902,,,,53214,53214,,,,,,,0
13963,52370396903,,,,52598,52598,,,,,,,0
13964,52370396904,,,,51956,51956,,,,,,,0
13965,52370396905,,,,51292,51292,,,,,,,0
13966,52370396906,,,,50611,50611,,,,,,,0
13967,52370396907,,,,49915,49915,,,,,,,0
13968,52370396908,,,,49207,49207,,,,,,,0
13969,52370396909,,,,48491,48491,,,,,,,0
13970,52370397900,,,,47768,47768,,,,,,,0
13971,52370387911,,,,50534,50534,,,,,,,1
13972,52370387912,,,,49623,49623,,,,,,,1
13973,52370387913,,,,48723,48723,,,,,,,1
13974,52370387914,,,,47835,47835,,,,,,,1
13975,52370387915,,,,46958,46958,,,,,,,1
13976,52370387916,,,,46094,46094,,,,,,,1
13977,52370387917,,,,45243,45243,,,,,,,1
13978,52370387918,,,,44404,44404,,,,,,,1
13979,52370387919,,,,43579,43579,,,,,,,1
13980,52370388910,,,,42766,42766,,,,,,,1
13981,52370387921,,,,50221,50221,,,,,,,1
13982,52370387922,,,,49328,49328,,,,,,,1
13983,52370387923,,,,48445,48445,,,,,,,1
13984,52370387924,,,,47572,47572,,,,,,,1
13985,52370387925,,,,46710,46710,,,,,,,1
13986,52370387926,,,,45860,45860,,,,,,,1
13987,52370387927,,,,45020,45020,,,,,,,1
13988,52370387928,,,,44193,44193,,,,,,,1
13989,52370387929,,,,43379,43379,,,,,,,1
13990,52370388920,,,,42576,42576,,,,,,,1
13991,52370387931,,,,49886,49886,,,,,,,1
13992,52370387932,,,,49012,49012,,,,,,,1
13993,52370387933,,,,48147,48147,,,,,,,0
13994,52370387934,,,,47290,47290,,,,,,,0
13995,52370387935,,,,46443,46443,,,,,,,1
13996,52370387936,,,,45606,45606,,,,,,,1
13997,52370387937,,,,44780,44780,,,,,,,1
13998,52370387938,,,,43965,43965,,,,,,,1
13999,52370387939,,,,43162,43162,,,,,,,1
14000,52370388930,,,,42370,42370,,,,,,,1
14001,52370387941,,,,49529,49529,,,,,,,1
14002,52370387942,,,,48675,48675,,,,,,,1
14003,52370387943,,,,47828,47828,,,,,,,0
14004,52370387944,,,,46989,46989,,,,,,,0
14005,52370387945,,,,46157,46157,,,,,,,1
14006,52370387946,,,,45335,45335,,,,,,,1
14007,52370387947,,,,44523,44523,,,,,,,1
14008,52370387948,,,,43721,43721,,,,,,,1
14009,52370387949,,,,42930,42930,,,,,,,1
14010,52370388940,,,,42149,42149,,,,,,,1
14011,52370387951,,,,49154,49154,,,,,,,1
14012,52370387952,,,,48320,48320,,,,,,,0
14013,52370387953,,,,47492,47492,,,,,,,0
14014,52370387954,,,,46670,46670,,,,,,,1
14015,52370387955,,,,45855,45855,,,,,,,1
14016,52370387956,,,,45048,45048,,,,,,,1
14017,52370387957,,,,44251,44251,,,,,,,1
14018,52370387958,,,,43462,43462,,,,,,,1
14019,52370387959,,,,42683,42683,,,,,,,1
14020,52370388950,,,,41914,41914,,,,,,,1
14021,52370387961,,,,48761,48761,,,,,,,0
14022,52370387962,,,,47948,47948,,,,,,,0
14023,52370387963,,,,47139,47139,,,,,,,1
14024,52370387964,,,,46335,46335,,,,,,,1
14025,52370387965,,,,45537,45537,,,,,,,0
14026,52370387966,,,,44746,44746,,,,,,,0
14027,52370387967,,,,43963,43963,,,,,,,1
14028,52370387968,,,,43188,43188,,,,,,,1
14029,52370387969,,,,42422,42422,,,,,,,1
14030,52370388960,,,,41666,41666,,,,,,,1
14031,52370387971,,,,48351,48351,,,,,,,0
14032,52370387972,,,,47559,47559,,,,,,,1
14033,52370387973,,,,46770,46770,,,,,,,1
14034,52370387974,,,,45984,45984,,,,,,,1
14035,52370387975,,,,45203,45203,,,,,,,0
14036,52370387976,,,,44429,44429,,,,,,,1
14037,52370387977,,,,43661,43661,,,,,,,0
14038,52370387978,,,,42900,42900,,,,,,,1
14039,52370387979,,,,42148,42148,,,,,,,1
14040,52370388970,,,,41404,41404,,,,,,,0
14041,52370387981,,,,47928,47928,,,,,,,0
14042,52370387982,,,,47156,47156,,,,,,,1
14043,52370387983,,,,46387,46387,,,,,,,0
14044,52370387984,,,,45619,45619,,,,,,,0
14045,52370387985,,,,44856,44856,,,,,,,0
14046,52370387986,,,,44098,44098,,,,,,,0
14047,52370387987,,,,43346,43346,,,,,,,0
14048,52370387988,,,,42600,42600,,,,,,,0
14049,52370387989,,,,41862,41862,,,,,,,1
14050,52370388980,,,,41131,41131,,,,,,,1
14051,52370387991,,,,47491,47491,,,,,,,0
14052,52370387992,,,,46740,46740,,,,,,,0
14053,52370387993,,,,45990,45990,,,,,,,0
14054,52370387994,,,,45242,45242,,,,,,,0
14055,52370387995,,,,44497,44497,,,,,,,0
14056,52370387996,,,,43755,43755,,,,,,,0
14057,52370387997,,,,43019,43019,,,,,,,0
14058,52370387998,,,,42288,42288,,,,,,,1
14059,52370387999,,,,41563,41563,,,,,,,1
14060,52370388990,,,,40846,40846,,,,,,,1
14061,52370397901,,,,47041,47041,,,,,,,0
14062,52370397902,,,,46312,46312,,,,,,,0
14063,52370397903,,,,45582,45582,,,,,,,0
14064,52370397904,,,,44852,44852,,,,,,,0
14065,52370397905,,,,44125,44125,,,,,,,0
14066,52370397906,,,,43400,43400,,,,,,,0
14067,52370397907,,,,42680,42680,,,,,,,1
14068,52370397908,,,,41964,41964,,,,,,,1
14069,52370397909,,,,41254,41254,,,,,,,1
14070,52370398900,,,,40550,40550,,,,,,,1
14071,52370388911,,,,41967,41967,,,,,,,1
14072,52370388912,,,,41181,41181,,,,,,,
14073,52370388921,,,,41786,41786,,,,,,,1
14074,52370388922,,,,41009,41009,,,,,,,
14075,52370388931,,,,41590,41590,,,,,,,1
14076,52370388932,,,,40822,40822,,,,,,,
14077,52370388933,,,,40013,40013,,,,,,,
14078,52370388941,,,,41380,41380,,,,,,,1
14079,52370388942,,,,40622,40622,,,,,,,1
14080,52370388943,,,,39875,39875,,,,,,,
14081,52370388951,,,,41156,41156,,,,,,,0
14082,52370388952,,,,40408,40408,,,,,,,1
14083,52370388953,,,,39671,39671,,,,,,,
14084,52370388961,,,,40919,40919,,,,,,,1
14085,52370388962,,,,40182,40182,,,,,,,1
14086,52370388963,,,,39455,39455,,,,,,,
14087,52370388971,,,,40669,40669,,,,,,,1
14088,52370388972,,,,39944,39944,,,,,,,1
14089,52370388973,,,,39228,39228,,,,,,,
14090,52370388981,,,,40408,40408,,,,,,,1
14091,52370388982,,,,39694,39694,,,,,,,1
14092,52370388983,,,,38989,38989,,,,,,,
14093,52370388984,,,,38223,38223,,,,,,,
14094,52370388991,,,,40136,40136,,,,,,,1
14095,52370388992,,,,39434,39434,,,,,,,1
14096,52370388993,,,,38740,38740,,,,,,,
14097,52370388994,,,,38055,38055,,,,,,,
14098,52370398901,,,,39853,39853,,,,,,,1
14099,52370398902,,,,39163,39163,,,,,,,0
14100,52370398903,,,,38481,38481,,,,,,,
14101,52370390911,10578,,,93045,93045,,,,,,,1
14102,52370390912,10578,,,94870,94870,,,,,,,1
14103,52370390913,10578,,,96724,96724,,,,,,,1
14104,52370390914,10578,,,98603,98603,,,,,,,1
14105,52370390915,10578,,,100497,100497,,,,,,,1
14106,52370390916,10578,,,102369,102369,,,,,,,1
14107,52370390917,10578,,,104055,104055,,,,,,,1
14108,52370390918,6882,,3696,93405,104672,,,,,,,0
14109,52370390919,10578,,,104590,104590,,,,,,,1
14110,52370391910,10578,,,103253,103253,,,,,,,1
14111,52370390921,10590,,,92793,92793,,,,,,,1
14112,52370390922,10590,,,94570,94570,,,,,,,1
14113,52370390923,10590,,,96358,96358,,,,,,,1
14114,52370390924,10590,,,98139,98139,,,,,,,1
14115,52370390925,10590,,,99878,99878,,,,,,,1
14116,52370390926,10590,,,101480,101480,,,,,,,1
14117,52370390927,10590,,,102693,102693,,,,,,,1
14118,52370390928,6697,,3893,91941,103031,,,,,,,0
14119,52370390929,10590,,,102991,102991,,,,,,,1
14120,52370391920,10590,,,102157,102157,,,,,,,1
14121,52370390931,10578,,,92380,92380,,,,,,,1
14122,52370390932,10578,,,94083,94083,,,,,,,1
14123,52370390933,10578,,,95773,95773,,,,,,,1
14124,52370390934,10578,,,97418,97418,,,,,,,1
14125,52370390935,10578,,,98961,98961,,,,,,,1
14126,52370390936,10578,,,100288,100288,,,,,,,1
14127,52370390937,9978,,599,101188,101188,,,,,,,1
14128,52370390938,6411,,4167,90498,101414,,,,,,,0
14129,52370390939,10578,,,101388,101388,,,,,,,0
14130,52370391930,10578,,,100805,100805,,,,,,,0
14131,52370390941,10577,,,91824,91824,,,,,,,1
14132,52370390942,10577,,,93437,93437,,,,,,,1
14133,52370390943,10577,,,95010,95010,,,,,,,1
14134,52370390944,10577,,,96504,96504,,,,,,,1
14135,52370390945,10577,,,97855,97855,,,,,,,1
14136,52370390946,10577,,,98956,98956,,,,,,,1
14137,52370390947,4948,,5630,99656,99656,,,,,,,1
14138,52370390948,234,,10343,89079,99825,,,,,,,1
14139,52370390949,8434,,2143,89429,100216,,,,,,,1
14140,52370391940,10577,,,100286,100286,,,,,,,1
14141,52370390951,10590,,,91144,91144,,,,,,,1
14142,52370390952,10590,,,92657,92657,,,,,,,1
14143,52370390953,10590,,,94108,94108,,,,,,,1
14144,52370390954,10590,,,95455,95455,,,,,,,1
14145,52370390955,10590,,,96636,96636,,,,,,,1
14146,52370390956,10059,,531,98125,98125,,,,,,,1
14147,52370390957,1026,,9565,99685,99685,,,,,,,0
14148,52370390958,,,10590,152358,152358,,,,,,,1
14149,52370390959,1565,,9025,90831,101788,,,,,,,1
14150,52370391950,10135,,455,90918,101885,,,,,,,1
14151,52370390961,10577,,,90360,90360,,,,,,,1
14152,52370390962,10577,,,91770,91770,,,,,,,1
14153,52370390963,10572,,6,93399,93399,,,,,,,1
14154,52370390964,7370,,3207,95198,95198,,,,,,,1
14155,52370390965,2603,,7975,97012,97012,,,,,,,1
14156,52370390966,10215,,362,98825,98825,,,,,,,0
14157,52370390967,8765,,1813,100597,100597,,,,,,,1
14158,52370390968,,,10577,154206,154206,,,,,,,1
14159,52370390969,,,10577,155914,155914,,,,,,,1
14160,52370391960,4681,,5896,92365,103507,,,,,,,0
14161,52370390971,10577,,,90029,90029,,,,,,,1
14162,52370390972,8786,,1791,91804,91804,,,,,,,1
14163,52370390973,4153,,6424,93612,93612,,,,,,,1
14164,52370390974,48,,10530,95454,95454,,,,,,,0
14165,52370390975,3478,,7099,97329,97329,,,,,,,1
14166,52370390976,9808,,769,99234,99234,,,,,,,1
14167,52370390977,10537,,40,101162,101162,,,,,,,1
14168,52370390978,495,,10083,103084,103084,,,,,,,1
14169,52370390979,,,10577,158109,158109,,,,,,,1
14170,52370391970,735,,9843,93836,105155,,,,,,,1
14171,52370390981,2830,,7760,90059,90059,,,,,,,1
14172,52370390982,52,,10537,91839,91839,,,,,,,0
14173,52370390983,3008,,7582,93653,93653,,,,,,,1
14174,52370390984,8493,,2097,95504,95504,,,,,,,1
14175,52370390985,10590,,,97391,97391,,,,,,,1
14176,52370390986,10590,,,99315,99315,,,,,,,1
14177,52370390987,10590,,,101278,101278,,,,,,,1
14178,52370390988,1692,,8898,103279,103279,,,,,,,1
14179,52370390989,,,10590,158882,158882,,,,,,,1
14180,52370391980,,,10590,160318,160318,,,,,,,0
14181,52370390991,206,4144,6227,90052,90052,,,,,,,1
14182,52370390992,7948,71,2558,91830,91830,,,,,,,1
14183,52370390993,10577,,,93643,93643,,,,,,,1
14184,52370390994,10577,,,95492,95492,,,,,,,1
14185,52370390995,10494,,83,97376,97376,,,,,,,1
14186,52370390996,3310,,7267,99295,99295,,,,,,,1
14187,52370390997,1963,,8614,101249,101249,,,,,,,1
14188,52370390998,472,,10105,103230,103230,,,,,,,1
14189,52370390999,,,10577,158656,158656,,,,,,,1
14190,52370391990,,,10577,159478,159478,,,,,,,1
14191,52371300901,,10577,,62073,65134,,,,,,,1
14192,52371300902,7339,3237,,91700,91700,,,,,,,1
14193,52371300903,10577,,,93491,93491,,,,,,,1
14194,52371300904,10577,,,95308,95308,,,,,,,1
14195,52371300905,10577,,,97148,97148,,,,,,,1
14196,52371300906,941,,9636,98998,98998,,,,,,,1
14197,52371300907,,,10577,152113,152113,,,,,,,1
14198,52371300908,,,10577,154729,154729,,,,,,,1
14199,52371300909,,,10577,156689,156689,,,,,,,1
14200,52371301900,,,10577,156979,156979,,,,,,,1
14201,52370391911,10578,,,101433,101433,,,,,,,1
14202,52370391912,10578,,,99542,99542,,,,,,,1
14203,52370391913,10578,,,97653,97653,,,,,,,1
14204,52370391914,10578,,,95786,95786,,,,,,,1
14205,52370391915,10578,,,93946,93946,,,,,,,1
14206,52370391916,10578,,,92138,92138,,,,,,,1
14207,52370391917,10578,,,90361,90361,,,,,,,1
14208,52370391918,10578,,,88649,88649,,,,,,,0
14209,52370391919,10578,,,87220,87220,,,,,,,1
14210,52370392910,10578,,,85767,85767,,,,,,,1
14211,52370391921,10590,,,100699,100699,,,,,,,1
14212,52370391922,10590,,,99011,99011,,,,,,,1
14213,52370391923,10590,,,97244,97244,,,,,,,1
14214,52370391924,10590,,,95456,95456,,,,,,,1
14215,52370391925,10590,,,93677,93677,,,,,,,1
14216,52370391926,10590,,,92331,92331,,,,,,,1
14217,52370391927,10590,,,90903,90903,,,,,,,0
14218,52370391928,10590,,,89425,89425,,,,,,,0
14219,52370391929,10590,,,87918,87918,,,,,,,1
14220,52370392920,10590,,,86397,86397,,,,,,,1
14221,52370391931,10578,,,99657,99657,,,,,,,1
14222,52370391932,10578,,,98201,98201,,,,,,,1
14223,52370391933,4027,,6550,97227,97227,,,,,,,1
14224,52370391934,2084,,8494,96044,96044,,,,,,,1
14225,52370391935,8901,,1677,94682,94682,,,,,,,1
14226,52370391936,10578,,,93212,93212,,,,,,,0
14227,52370391937,10578,,,91679,91679,,,,,,,1
14228,52370391938,10578,,,90111,90111,,,,,,,1
14229,52370391939,10578,,,88530,88530,,,,,,,1
14230,52370392930,10578,,,86945,86945,,,,,,,1
14231,52370391941,10577,,,100190,100190,,,,,,,1
14232,52370391942,10577,,,99550,99550,,,,,,,1
14233,52370391943,6766,,3812,98459,98459,,,,,,,1
14234,52370391944,3977,0,6600,97093,97093,,,,,,,1
14235,52370391945,2335,5,8237,95576,95576,,,,,,,0
14236,52370391946,10298,,279,93979,93979,,,,,,,1
14237,52370391947,10577,,,92343,92343,,,,,,,1
14238,52370391948,10577,,,90693,90693,,,,,,,1
14239,52370391949,10577,,,89044,89044,,,,,,,1
14240,52370392940,10577,,,87403,87403,,,,,,,1
14241,52370391951,10590,,,101752,101752,,,,,,,1
14242,52370391952,10590,,,100905,100905,,,,,,,1
14243,52370391953,10590,,,99567,99567,,,,,,,1
14244,52370391954,5675,4911,4,97995,97995,,,,,,,0
14245,52370391955,,4622,5968,66476,69754,,,,,,,1
14246,52370391956,3395,,7195,94603,94603,,,,,,,1
14247,52370391957,10479,,111,92876,92876,,,,,,,1
14248,52370391958,10590,,,91155,91155,,,,,,,1
14249,52370391959,10590,,,89448,89448,,,,,,,1
14250,52370392950,10590,,,87762,87762,,,,,,,1
14251,52370391961,10577,,,103296,103296,,,,,,,1
14252,52370391962,10577,,,102101,102101,,,,,,,1
14253,52370391963,7619,2959,,100458,100458,,,,,,,1
14254,52370391964,106,10471,,98681,98681,,,,,,,1
14255,52370391965,,10298,280,66854,70151,,,,,,,0
14256,52370391966,,1932,8646,65603,68838,,,,,,,1
14257,52370391967,5567,,5010,93256,93256,,,,,,,1
14258,52370391968,10577,,,91481,91481,,,,,,,1
14259,52370391969,10577,,,89732,89732,,,,,,,1
14260,52370392960,10577,,,88013,88013,,,,,,,1
14261,52370391971,10537,,40,93426,104696,,,,,,,1
14262,52370391972,9655,922,,102932,102932,,,,,,,1
14263,52370391973,904,9673,,101007,101007,,,,,,,1
14264,52370391974,,10577,,68382,71754,,,,,,,1
14265,52370391975,,10577,,67069,70376,,,,,,,1
14266,52370391976,,8966,1611,65776,69020,,,,,,,1
14267,52370391977,239,182,10156,93466,93466,,,,,,,0
14268,52370391978,8568,,2009,91660,91660,,,,,,,1
14269,52370391979,10577,,,89888,89888,,,,,,,1
14270,52370392970,10577,,,88150,88150,,,,,,,1
14271,52370391981,9279,,1311,93836,105155,,,,,,,1
14272,52370391982,3596,6994,,103117,103117,,,,,,,1
14273,52370391983,,10590,,69789,73231,,,,,,,1
14274,52370391984,,10590,,68437,71812,,,,,,,1
14275,52370391985,,10590,,67111,70420,,,,,,,1
14276,52370391986,,10590,,65810,69056,,,,,,,1
14277,52370391987,,5316,5274,64535,67718,,,,,,,1
14278,52370391988,1763,,8826,91695,91695,,,,,,,1
14279,52370391989,10291,,299,89918,89918,,,,,,,1
14280,52370392980,10590,,,88176,88176,,,,,,,1
14281,52370391991,4536,2860,3182,93720,105025,,,,,,,1
14282,52370391992,8,10569,,103071,103071,,,,,,,1
14283,52370391993,,10577,,69770,73210,,,,,,,0
14284,52370391994,,10577,,68423,71797,,,,,,,1
14285,52370391995,,10577,,67100,70409,,,,,,,1
14286,52370391996,,10577,,65802,69047,,,,,,,1
14287,52370391997,,10417,160,64528,67710,,,,,,,1
14288,52370391998,,2310,8267,63279,66399,,,,,,,1
14289,52370391999,7543,,3034,89911,89911,,,,,,,1
14290,52370392990,10577,,,88169,88169,,,,,,,1
14291,52371301901,10,5531,5036,92625,103798,,,,,,,0
14292,52371301902,,10577,,70698,74184,,,,,,,1
14293,52371301903,,10577,,69491,72918,,,,,,,1
14294,52371301904,,10577,,68223,71587,,,,,,,1
14295,52371301905,1240,9336,,97000,97000,,,,,,,1
14296,52371301906,3968,6609,,95162,95162,,,,,,,0
14297,52371301907,138,10439,,93346,93346,,,,,,,1
14298,52371301908,108,6242,4227,63246,66365,,,,,,,1
14299,52371301909,2084,,8493,90084,90084,,,,,,,0
14300,52371302900,10288,,289,88512,88512,,,,,,,1
14301,52370392911,10578,,,84301,84301,,,,,,,1
14302,52370392912,10578,,,82832,82832,,,,,,,1
14303,52370392913,10578,,,81365,81365,,,,,,,1
14304,52370392914,10578,,,79907,79907,,,,,,,1
14305,52370392915,10578,,,78461,78461,,,,,,,1
14306,52370392916,10578,,,77029,77029,,,,,,,1
14307,52370392917,10578,,,75613,75613,,,,,,,1
14308,52370392918,10578,,,75901,75901,,,,,,,1
